,index,t_bett,t_motor,t_spindle,M8,M121,M127,M7,given2model,date,welle_z,prediction,DRZ2,interpolated_welle_z
0,0,22.4,22.92,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:20.154,-1.9531249563442543e-05,-0.00010157251358032227,50.1251220703125,-1.9531249563442543e-05
1,1,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:25.194,-1.9531249563442543e-05,-8.794808387756347e-05,50.1251220703125,-3.2552073510790543e-06
2,2,22.4,22.94,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:30.257,-1.9531249563442543e-05,-7.399570941925049e-05,50.1251220703125,1.3020834861284435e-05
3,3,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:35.344,-1.9531249563442543e-05,-6.110846996307373e-05,50.1251220703125,2.929687707364792e-05
4,4,22.4,22.86,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:40.417,-1.9531249563442543e-05,-5.473864078521728e-05,50.1251220703125,4.557291928601141e-05
5,5,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:45.451,-1.9531249563442543e-05,-4.446029663085937e-05,50.1251220703125,6.18489614983749e-05
6,6,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:50.476,-1.9531249563442543e-05,-3.6603927612304685e-05,50.1251220703125,7.812500371073838e-05
7,7,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:00:55.532,-1.9531249563442543e-05,-2.4561166763305663e-05,50.1251220703125,9.440104592310188e-05
8,8,22.4,22.91,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:00.588,-1.9531249563442543e-05,-6.239891052246094e-06,50.1251220703125,0.00011067708813546537
9,9,22.4,22.83,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:05.666,-1.9531249563442543e-05,5.218029022216797e-06,50.1251220703125,0.00012695313034782885
10,10,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:10.686,-1.9531249563442543e-05,2.304410934448242e-05,50.1251220703125,0.00014322917256019235
11,11,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:15.720,-1.9531249563442543e-05,3.635501861572266e-05,50.1251220703125,0.00015950521477255583
12,12,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:20.757,0.0001757812569849193,3.0538558959960936e-05,50.182342529296875,0.0001757812569849193
13,13,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:25.771,0.0001757812569849193,2.3820042610168458e-05,50.182342529296875,0.00017944336650543846
14,14,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:30.843,0.0001757812569849193,3.909754753112793e-05,50.182342529296875,0.00018310547602595761
15,15,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:35.880,0.0001757812569849193,3.297138214111328e-05,50.182342529296875,0.00018676758554647677
16,16,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:40.966,0.0001757812569849193,1.9746780395507812e-05,50.182342529296875,0.00019042969506699592
17,17,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:46.006,0.0001757812569849193,6.6285133361816405e-06,50.182342529296875,0.00019409180458751507
18,18,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:51.045,0.0001757812569849193,-6.364822387695313e-06,50.182342529296875,0.00019775391410803422
19,19,22.4,22.91,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:01:56.105,0.0001757812569849193,-1.9539237022399904e-05,50.182342529296875,0.00020141602362855338
20,20,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:01.124,0.0001757812569849193,-3.464663028717041e-05,50.182342529296875,0.00020507813314907253
21,21,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:06.150,0.0001757812569849193,-4.676425457000732e-05,50.182342529296875,0.00020874024266959168
22,22,22.4,22.91,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:11.188,0.0001757812569849193,-5.6887269020080565e-05,50.182342529296875,0.00021240235219011083
23,23,22.4,22.91,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:16.236,0.0001757812569849193,-9.285557270050049e-05,50.182342529296875,0.00021606446171062998
24,24,22.4,22.96,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:21.316,0.0001757812569849193,-0.00010349476337432862,50.182342529296875,0.00021972657123114914
25,25,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:26.348,0.0001757812569849193,-0.00011776638031005859,50.182342529296875,0.0002233886807516683
26,26,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:31.395,0.0001757812569849193,-0.0001313929557800293,50.182342529296875,0.00022705079027218744
27,27,22.4,22.96,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:36.447,0.0001757812569849193,-0.00013783526420593263,50.182342529296875,0.0002307128997927066
28,28,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:41.469,0.0001757812569849193,-0.00014820027351379394,50.182342529296875,0.00023437500931322575
29,29,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:46.525,0.0001757812569849193,-0.0001602914333343506,50.182342529296875,0.0002380371188337449
30,30,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:51.559,0.0001757812569849193,-0.00016230487823486327,50.182342529296875,0.00024169922835426405
31,31,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:02:56.576,0.0001757812569849193,-0.00014934253692626954,50.182342529296875,0.0002453613378747832
32,32,22.4,22.95,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:01.600,0.0001757812569849193,-0.00013707780838012696,50.182342529296875,0.00024902344739530236
33,33,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:06.622,0.0001757812569849193,-0.0001240963935852051,50.182342529296875,0.0002526855569158215
34,34,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:11.647,0.0001757812569849193,-0.00010775697231292725,50.182342529296875,0.00025634766643634066
35,35,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:16.684,0.0001757812569849193,-9.458696842193603e-05,50.182342529296875,0.0002600097759568598
36,36,22.4,22.85,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:21.712,0.00026367188547737896,-0.00011483228206634522,49.896240234375,0.00026367188547737896
37,37,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:26.719,0.00026367188547737896,-0.00011182630062103272,49.896240234375,0.000273844410306386
38,38,22.4,22.94,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:31.765,0.00026367188547737896,-0.00010323739051818848,49.896240234375,0.0002840169351353931
39,39,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:36.840,0.00026367188547737896,-8.956575393676758e-05,49.896240234375,0.00029418945996440016
40,40,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:41.863,0.00026367188547737896,-8.055007457733154e-05,49.896240234375,0.0003043619847934072
41,41,22.4,22.91,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:46.874,0.00026367188547737896,-6.95284605026245e-05,49.896240234375,0.0003145345096224143
42,42,22.4,22.92,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:51.915,0.00026367188547737896,-5.664527416229248e-05,49.896240234375,0.00032470703445142135
43,43,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:03:56.953,0.00026367188547737896,-4.068422317504883e-05,49.896240234375,0.00033487955928042845
44,44,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:01.983,0.00026367188547737896,-2.3949623107910156e-05,49.896240234375,0.0003450520841094355
45,45,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:07.021,0.00026367188547737896,-6.48951530456543e-06,49.896240234375,0.00035522460893844254
46,46,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:12.026,0.00026367188547737896,-1.3214826583862305e-05,49.896240234375,0.00036539713376744964
47,47,22.4,22.88,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:17.048,0.00026367188547737896,-2.0321130752563478e-05,49.896240234375,0.0003755696585964567
48,48,22.4,22.88,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:22.082,0.00026367188547737896,-2.5025248527526855e-05,49.896240234375,0.00038574218342546374
49,49,22.4,22.92,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:27.109,0.00026367188547737896,-2.9956340789794922e-05,49.896240234375,0.00039591470825447084
50,50,22.4,22.9,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:32.122,0.00026367188547737896,-3.6069393157958985e-05,49.896240234375,0.0004060872330834779
51,51,22.4,22.88,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:37.177,0.00026367188547737896,-4.2281150817871095e-05,49.896240234375,0.00041625975791248493
52,52,22.4,22.88,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:42.301,0.00026367188547737896,-4.8441410064697265e-05,49.896240234375,0.00042643228274149203
53,53,22.4,22.91,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:47.378,0.00026367188547737896,-5.26726245880127e-05,49.896240234375,0.0004366048075704991
54,54,22.4,22.9,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:52.416,0.00026367188547737896,-5.98679780960083e-05,49.896240234375,0.0004467773323995061
55,55,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:04:57.425,0.00026367188547737896,-6.149530410766602e-05,49.896240234375,0.0004569498572285132
56,56,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:02.464,0.00026367188547737896,-6.320571899414062e-05,49.896240234375,0.00046712238205752027
57,57,22.4,22.91,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:07.471,0.00026367188547737896,-4.6095848083496095e-05,49.896240234375,0.0004772949068865273
58,58,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:12.505,0.00026367188547737896,-2.4861574172973633e-05,49.896240234375,0.0004874674317155344
59,59,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:17.537,0.00026367188547737896,-2.9044151306152345e-06,49.896240234375,0.0004976399565445415
60,60,22.4,22.93,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:22.603,0.0005078124813735485,2.118074893951416e-05,50.23956298828125,0.0005078124813735485
61,61,22.4,22.91,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:27.649,0.0005078124813735485,4.635751247406006e-05,50.23956298828125,0.0004960123521110896
62,62,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:32.696,0.0005078124813735485,6.800794601440429e-05,50.23956298828125,0.0004842122228486308
63,63,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:37.750,0.0005078124813735485,9.28339958190918e-05,50.23956298828125,0.000472412093586172
64,64,22.4,22.92,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:42.801,0.0005078124813735485,0.00011913371086120605,50.23956298828125,0.00046061196432371315
65,65,22.4,22.96,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:47.812,0.0005078124813735485,0.0001464557647705078,50.23956298828125,0.00044881183506125427
66,66,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:52.827,0.0005078124813735485,0.00015243875980377198,50.23956298828125,0.00043701170579879545
67,67,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:05:57.837,0.0005078124813735485,0.00015453457832336425,50.23956298828125,0.00042521157653633657
68,68,22.4,22.93,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:02.906,0.0005078124813735485,0.0001544938087463379,50.23956298828125,0.00041341144727387774
69,69,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:07.965,0.0005078124813735485,0.00015495288372039794,50.23956298828125,0.0004016113180114189
70,70,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:13.036,0.0005078124813735485,0.00015526211261749267,50.23956298828125,0.00038981118874896004
71,71,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:18.039,0.0005078124813735485,0.0001535130739212036,50.23956298828125,0.0003780110594865012
72,72,22.4,22.92,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:23.122,0.0005078124813735485,0.00015039277076721192,50.23956298828125,0.0003662109302240424
73,73,22.4,22.92,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:28.146,0.0005078124813735485,0.000151414155960083,50.23956298828125,0.0003544108009615835
74,74,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:33.174,0.0005078124813735485,0.00015071725845336914,50.23956298828125,0.0003426106716991247
75,75,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:38.197,0.0005078124813735485,0.00014872109889984132,50.23956298828125,0.00033081054243666586
76,76,22.4,22.93,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:43.253,0.0005078124813735485,0.00014859426021575928,50.23956298828125,0.000319010413174207
77,77,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:48.259,0.0005078124813735485,0.00014213967323303223,50.23956298828125,0.00030721028391174815
78,78,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:53.324,0.0005078124813735485,0.000116845965385437,50.23956298828125,0.0002954101546492893
79,79,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:06:58.376,0.0005078124813735485,8.146786689758301e-05,50.23956298828125,0.00028361002538683045
80,80,22.4,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:03.462,0.0005078124813735485,4.709601402282715e-05,50.23956298828125,0.0002718098961243716
81,81,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:08.529,0.0005078124813735485,1.2790203094482422e-05,50.23956298828125,0.0002600097668619128
82,82,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:13.586,0.0005078124813735485,-2.2465109825134277e-05,50.23956298828125,0.0002482096375994539
83,83,22.4,22.89,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:18.625,0.0005078124813735485,-6.0923218727111814e-05,50.23956298828125,0.0002364095083369951
84,84,22.4,22.82,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:23.672,0.00022460937907453626,-0.0001030498743057251,50.1251220703125,0.00022460937907453626
85,85,22.4,22.86,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:28.713,0.00022460937907453626,-0.00012061107158660889,50.1251220703125,0.00021951427017642266
86,86,22.4,22.93,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:33.731,0.00022460937907453626,-0.00013462984561920166,50.1251220703125,0.00021441916127830905
87,87,22.4,22.88,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:38.769,0.00022460937907453626,-0.00014751696586608887,50.1251220703125,0.00020932405238019544
88,88,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:43.777,0.00022460937907453626,-0.00014434385299682618,50.1251220703125,0.00020422894348208186
89,89,22.4,22.84,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:48.828,0.00022460937907453626,-0.00014063549041748048,50.1251220703125,0.00019913383458396825
90,90,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:53.836,0.00022460937907453626,-0.00013736987113952638,50.1251220703125,0.00019403872568585464
91,91,22.4,22.87,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:07:58.885,0.00022460937907453626,-0.00012966883182525635,50.1251220703125,0.00018894361678774104
92,92,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:03.936,0.00022460937907453626,-0.00011925899982452393,50.1251220703125,0.00018384850788962746
93,93,22.4,22.86,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:08.957,0.00022460937907453626,-0.00011124205589294434,50.1251220703125,0.00017875339899151385
94,94,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:13.960,0.00022460937907453626,-0.00010259079933166505,50.1251220703125,0.00017365829009340024
95,95,22.4,22.83,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:19.008,0.00022460937907453626,-0.00010204863548278809,50.1251220703125,0.00016856318119528663
96,96,22.4,22.81,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:24.022,0.00022460937907453626,-9.72445011138916e-05,50.1251220703125,0.00016346807229717302
97,97,22.4,22.87,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:29.077,0.00022460937907453626,-8.887875080108642e-05,50.1251220703125,0.00015837296339905942
98,98,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:34.102,0.00022460937907453626,-8.161675930023193e-05,50.1251220703125,0.0001532778545009458
99,99,22.4,22.87,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:39.170,0.00022460937907453626,-7.341992855072021e-05,50.1251220703125,0.00014818274560283223
100,100,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:44.257,0.00022460937907453626,-6.343019008636475e-05,50.1251220703125,0.00014308763670471862
101,101,22.4,22.82,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:49.299,0.00022460937907453626,-5.832362174987793e-05,50.1251220703125,0.000137992527806605
102,102,22.4,22.83,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:54.370,0.00022460937907453626,-5.452775955200195e-05,50.1251220703125,0.00013289741890849143
103,103,22.4,22.82,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:08:59.376,0.00022460937907453626,-8.159136772155762e-05,50.1251220703125,0.00012780231001037782
104,104,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:04.392,0.00022460937907453626,-0.0001068040132522583,50.1251220703125,0.00012270720111226421
105,105,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:09.458,0.00022460937907453626,-0.00012983214855194093,50.1251220703125,0.0001176120922141506
106,106,22.4,22.86,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:14.491,0.00022460937907453626,-0.0001293628215789795,50.1251220703125,0.000112516983316037
107,107,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:19.553,0.00010742187441792339,-0.00015054965019226075,50.1251220703125,0.00010742187441792339
108,108,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:24.557,0.00010742187441792339,-0.00014824962615966796,50.1251220703125,0.00014078776014988156
109,109,22.4,22.81,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:29.589,0.00010742187441792339,-0.00016730618476867675,50.1251220703125,0.00017415364588183974
110,110,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:34.605,0.00010742187441792339,-0.0001866014003753662,50.1251220703125,0.00020751953161379788
111,111,22.4,22.82,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:39.638,0.00010742187441792339,-0.0002017015218734741,50.1251220703125,0.00024088541734575605
112,112,22.4,22.84,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:44.687,0.00010742187441792339,-0.00021614575386047364,50.1251220703125,0.0002742513030777142
113,113,22.4,22.81,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:49.706,0.00010742187441792339,-0.00022950875759124756,50.1251220703125,0.00030761718880967237
114,114,22.4,22.81,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:54.717,0.00010742187441792339,-0.00024036765098571776,50.1251220703125,0.00034098307454163057
115,115,22.4,22.8,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:09:59.742,0.00010742187441792339,-0.00025171399116516116,50.1251220703125,0.0003743489602735887
116,116,22.4,22.8,21.9,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:04.755,0.00010742187441792339,-0.00026655542850494385,50.1251220703125,0.00040771484600554686
117,117,22.4,22.87,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:09.802,0.00010742187441792339,-0.00025270843505859373,50.1251220703125,0.00044108073173750506
118,118,22.3,22.9,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:14.834,0.00010742187441792339,-0.00023371005058288574,50.1251220703125,0.0004744466174694632
119,119,22.4,22.8,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:19.867,0.00010742187441792339,-0.00022075092792510985,50.1251220703125,0.0005078125032014214
120,120,22.4,22.87,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:24.904,0.00010742187441792339,-0.00020801353454589843,50.1251220703125,0.0005411783889333795
121,121,22.4,22.86,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:29.917,0.00010742187441792339,-0.00019306039810180665,50.1251220703125,0.0005745442746653377
122,122,22.4,22.81,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:34.964,0.00010742187441792339,-0.00018141961097717285,50.1251220703125,0.0006079101603972958
123,123,22.4,22.82,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:39.965,0.00010742187441792339,-0.00016617655754089356,50.1251220703125,0.000641276046129254
124,124,22.4,22.88,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:45.012,0.00010742187441792339,-0.00015024328231811525,50.1251220703125,0.0006746419318612122
125,125,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:50.034,0.00010742187441792339,-0.00012714946269989013,50.1251220703125,0.0007080078175931703
126,126,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:10:55.082,0.00010742187441792339,-0.00010319733619689942,50.1251220703125,0.0007413737033251285
127,127,22.4,22.82,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:00.150,0.00010742187441792339,-8.591783046722412e-05,50.1251220703125,0.0007747395890570867
128,128,22.4,22.85,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:05.204,0.00010742187441792339,-6.931984424591064e-05,50.1251220703125,0.0008081054747890448
129,129,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:10.300,0.00010742187441792339,-4.8653364181518556e-05,50.1251220703125,0.000841471360521003
130,130,22.4,22.88,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:15.370,0.00010742187441792339,-3.0669450759887695e-05,50.1251220703125,0.0008748372462529612
131,131,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:20.383,0.0009082031319849193,-7.142305374145508e-06,50.1251220703125,0.0009082031319849193
132,132,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:25.422,0.0009082031319849193,1.620137691497803e-05,50.1251220703125,0.0008862304748618044
133,133,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:30.441,0.0009082031319849193,1.7481446266174318e-05,50.1251220703125,0.0008642578177386895
134,134,22.4,22.83,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:35.456,0.0009082031319849193,1.6745686531066896e-05,50.1251220703125,0.0008422851606155746
135,135,22.4,22.89,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:40.480,0.0009082031319849193,1.7341017723083498e-05,50.1251220703125,0.0008203125034924597
136,136,22.4,22.88,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:45.514,0.0009082031319849193,1.0477304458618164e-05,50.1251220703125,0.0007983398463693447
137,137,22.4,22.85,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:50.532,0.0009082031319849193,5.406379699707031e-06,50.1251220703125,0.0007763671892462298
138,138,22.4,22.84,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:11:55.564,0.0009082031319849193,9.305477142333984e-07,50.1251220703125,0.0007543945321231149
139,139,22.4,22.86,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:00.617,0.0009082031319849193,-3.635883331298828e-08,50.1251220703125,0.000732421875
140,140,22.4,22.83,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:05.650,0.0009082031319849193,-2.5529861450195313e-06,50.1251220703125,0.0007104492178768851
141,141,22.4,22.91,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:10.657,0.0009082031319849193,-3.5029649734497072e-06,50.1251220703125,0.0006884765607537702
142,142,22.4,22.9,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:15.714,0.0009082031319849193,-7.288455963134766e-06,50.1251220703125,0.0006665039036306553
143,143,22.4,22.83,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:20.731,0.0009082031319849193,-4.1485905647277834e-05,50.1251220703125,0.0006445312465075403
144,144,22.4,22.82,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:25.789,0.0009082031319849193,-5.346930027008057e-05,50.1251220703125,0.0006225585893844254
145,145,22.4,22.84,21.8,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:30.852,0.0009082031319849193,-8.729350566864013e-05,50.1251220703125,0.0006005859322613105
146,146,22.4,22.82,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:35.901,0.0009082031319849193,-0.00011323380470275879,50.1251220703125,0.0005786132751381956
147,147,22.4,22.85,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:40.909,0.0009082031319849193,-0.0001055612564086914,50.1251220703125,0.0005566406180150807
148,148,22.4,22.8,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:45.929,0.0009082031319849193,-0.00012035322189331055,50.1251220703125,0.0005346679608919658
149,149,22.4,22.93,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:50.971,0.0009082031319849193,-0.0001051098108291626,50.1251220703125,0.0005126953037688509
150,150,22.4,22.81,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:12:56.027,0.0009082031319849193,-0.00010508859157562256,50.1251220703125,0.000490722646645736
151,151,22.4,22.91,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:01.144,0.0009082031319849193,-9.721112251281738e-05,50.1251220703125,0.00046874998952262104
152,152,22.4,22.81,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:06.201,0.0009082031319849193,-8.890438079833984e-05,50.1251220703125,0.0004467773323995061
153,153,22.4,22.8,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:11.203,0.0009082031319849193,-8.33127498626709e-05,50.1251220703125,0.0004248046752763912
154,154,22.4,22.8,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:16.284,0.0009082031319849193,-8.42747688293457e-05,50.1251220703125,0.0004028320181532763
155,155,22.4,22.81,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:21.351,0.0003808593610301614,-8.753693103790283e-05,50.1251220703125,0.0003808593610301614
156,156,22.4,22.82,21.7,0.0,0.0,0.0,0.0,True,2023-02-25 10:13:26.390,0.0003808593610301614,-8.938765525817871e-05,50.182342529296875,0.00036458331995466625
