,index,t_bett,t_motor,t_spindle,M8,M121,M127,M7,given2model,date,welle_z,prediction,DRZ2,interpolated_welle_z
976,976,22.4,69.5,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:15.826,0.02670898474752903,0.02365102195739746,9000.720703125,0.026701341909558876
977,977,22.4,69.6,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:20.840,0.02670898474752903,0.0236807918548584,9000.720703125,0.02670049270533997
978,978,22.4,69.6,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:25.923,0.02670898474752903,0.023725261688232423,9000.720703125,0.026699643501121063
979,979,22.4,69.7,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:31.001,0.02670898474752903,0.023762001037597656,9000.720703125,0.02669879429690216
980,980,22.4,69.7,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:36.050,0.02670898474752903,0.02380515670776367,9000.720703125,0.026697945092683254
981,981,22.4,69.83,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:41.162,0.02670898474752903,0.02384838676452637,9000.720703125,0.026697095888464348
982,982,22.4,69.9,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:46.168,0.02670898474752903,0.023892250061035156,9000.720703125,0.02669624668424544
983,983,22.4,69.95,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:51.191,0.02670898474752903,0.02393742561340332,9000.720703125,0.026695397480026535
984,984,22.4,70.0,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:22:56.223,0.02670898474752903,0.02398251533508301,9000.720703125,0.02669454827580763
985,985,22.4,70.1,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:01.248,0.02670898474752903,0.023998226165771484,9000.720703125,0.026693699071588722
986,986,22.4,70.18,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:06.300,0.02670898474752903,0.024100107192993166,9000.720703125,0.026692849867369816
987,987,22.4,70.2,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:11.351,0.02670898474752903,0.02421679878234863,9000.720703125,0.026692000663150913
988,988,22.4,70.24,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:16.365,0.02670898474752903,0.024332231521606445,9000.720703125,0.026691151458932007
989,989,22.4,69.4,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:21.446,0.02670898474752903,0.024457536697387695,9000.720703125,0.0266903022547131
990,990,22.4,69.3,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:26.518,0.026689453050494194,0.02458297348022461,9000.720703125,0.026689453050494194
991,991,22.4,70.1,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:31.526,0.026689453050494194,0.02457944107055664,9001.0068359375,0.026708984281867743
992,992,22.4,69.98,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:36.676,0.026689453050494194,0.024510969161987306,9001.0068359375,0.02672851551324129
993,993,22.4,69.85,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:41.678,0.026689453050494194,0.024444717407226563,9001.0068359375,0.02674804674461484
994,994,22.4,69.74,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:46.723,0.026689453050494194,0.024381986618041994,9001.0068359375,0.026767577975988388
995,995,22.4,69.75,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:51.807,0.026689453050494194,0.02429793357849121,9001.0068359375,0.026787109207361937
996,996,22.4,69.7,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:23:56.855,0.026689453050494194,0.024214574813842774,9001.0068359375,0.026806640438735485
997,997,22.4,69.7,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:01.886,0.026689453050494194,0.024272937774658204,9001.0068359375,0.026826171670109034
998,998,22.4,69.7,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:06.917,0.026689453050494194,0.02425819206237793,9001.0068359375,0.026845702901482582
999,999,22.4,69.73,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:11.925,0.026689453050494194,0.02430861473083496,9001.0068359375,0.02686523413285613
1000,1000,22.4,69.8,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:16.958,0.026689453050494194,0.024356807708740234,9001.0068359375,0.02688476536422968
1001,1001,22.4,69.88,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:22.009,0.026689453050494194,0.024401876449584962,9001.0068359375,0.026904296595603228
1002,1002,22.4,69.9,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:27.052,0.026689453050494194,0.02444434356689453,9001.0068359375,0.026923827826976776
1003,1003,22.4,69.9,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:32.065,0.026689453050494194,0.024488021850585937,9001.0068359375,0.026943359058350325
1004,1004,22.4,70.0,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:37.082,0.026689453050494194,0.024528955459594725,9001.0068359375,0.026962890289723873
1005,1005,22.4,70.08,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:42.091,0.026689453050494194,0.024569238662719727,9001.0068359375,0.02698242152109742
1006,1006,22.4,70.15,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:47.107,0.026689453050494194,0.02455427360534668,9001.0068359375,0.02700195275247097
1007,1007,22.4,70.19,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:52.158,0.026689453050494194,0.024540990829467774,9001.0068359375,0.02702148398384452
1008,1008,22.4,70.2,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:24:57.210,0.026689453050494194,0.024542024612426758,9001.0068359375,0.027041015215218067
1009,1009,22.4,70.3,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:02.253,0.026689453050494194,0.024544206619262696,9001.0068359375,0.027060546446591616
1010,1010,22.4,70.4,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:07.280,0.026689453050494194,0.02454512023925781,9001.0068359375,0.027080077677965164
1011,1011,22.4,70.43,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:12.360,0.026689453050494194,0.024548572540283205,9001.0068359375,0.027099608909338713
1012,1012,22.4,69.52,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:17.419,0.026689453050494194,0.02456300735473633,9001.0068359375,0.02711914014071226
1013,1013,22.4,69.58,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:22.460,0.026689453050494194,0.024578201293945313,9001.0068359375,0.02713867137208581
1014,1014,22.4,70.4,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:27.489,0.027158202603459358,0.024517738342285156,9001.0068359375,0.027158202603459358
1015,1015,22.4,70.27,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:32.531,0.027158202603459358,0.024392913818359375,8999.2900390625,0.02714518178254366
1016,1016,22.4,70.1,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:37.547,0.027158202603459358,0.024272655487060545,8999.2900390625,0.02713216096162796
1017,1017,22.4,70.0,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:42.574,0.027158202603459358,0.024154922485351563,8999.2900390625,0.02711914014071226
1018,1018,22.4,69.9,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:47.615,0.027158202603459358,0.024098213195800782,8999.2900390625,0.027106119319796562
1019,1019,22.4,69.9,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:52.619,0.027158202603459358,0.024055362701416016,8999.2900390625,0.027093098498880863
1020,1020,22.4,69.89,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:25:57.696,0.027158202603459358,0.0240129337310791,8999.2900390625,0.027080077677965164
1021,1021,22.4,69.9,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:02.740,0.027158202603459358,0.023991315841674805,8999.2900390625,0.027067056857049465
1022,1022,22.4,69.9,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:07.791,0.027158202603459358,0.024011581420898438,8999.2900390625,0.027054036036133766
1023,1023,22.4,69.99,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:12.851,0.027158202603459358,0.024009689331054688,8999.2900390625,0.027041015215218067
1024,1024,22.4,70.0,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:17.869,0.027158202603459358,0.024029718399047852,8999.2900390625,0.027027994394302368
1025,1025,22.4,70.08,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:22.897,0.027158202603459358,0.02404979133605957,8999.2900390625,0.02701497357338667
1026,1026,22.4,70.1,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:27.944,0.027158202603459358,0.02406973075866699,8999.2900390625,0.02700195275247097
1027,1027,22.4,70.2,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:32.956,0.027158202603459358,0.024069833755493163,8999.2900390625,0.02698893193155527
1028,1028,22.4,70.2,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:37.987,0.027158202603459358,0.024089773178100585,8999.2900390625,0.026975911110639572
1029,1029,22.4,70.28,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:43.026,0.027158202603459358,0.024089874267578124,8999.2900390625,0.026962890289723873
1030,1030,22.4,70.36,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:48.072,0.027158202603459358,0.024090091705322267,8999.2900390625,0.026949869468808174
1031,1031,22.4,70.4,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:53.115,0.027158202603459358,0.024090415954589845,8999.2900390625,0.026936848647892475
1032,1032,22.4,70.46,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:26:58.124,0.027158202603459358,0.024090764999389648,8999.2900390625,0.026923827826976776
1033,1033,22.4,70.5,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:03.141,0.027158202603459358,0.02409113311767578,8999.2900390625,0.026910807006061077
1034,1034,22.4,70.54,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:08.144,0.027158202603459358,0.024091590881347658,8999.2900390625,0.026897786185145378
1035,1035,22.4,70.6,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:13.176,0.027158202603459358,0.024092153549194337,8999.2900390625,0.02688476536422968
1036,1036,22.4,69.7,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:18.176,0.027158202603459358,0.024091842651367188,8999.2900390625,0.02687174454331398
1037,1037,22.4,69.7,26.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:23.186,0.027158202603459358,0.024113637924194336,8999.2900390625,0.02685872372239828
1038,1038,22.4,70.6,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:28.223,0.026845702901482582,0.02409442138671875,8999.2900390625,0.026845702901482582
1039,1039,22.4,70.45,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:33.288,0.026845702901482582,0.02405312728881836,9000.3779296875,0.026866047953565914
1040,1040,22.4,70.3,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:38.308,0.026845702901482582,0.02401192092895508,9000.3779296875,0.02688639300564925
1041,1041,22.4,70.15,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:43.331,0.026845702901482582,0.023970710754394532,9000.3779296875,0.026906738057732582
1042,1042,22.4,70.1,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:48.380,0.026845702901482582,0.023928668975830077,9000.3779296875,0.026927083109815914
1043,1043,22.4,70.04,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:53.418,0.026845702901482582,0.023874542236328126,9000.3779296875,0.02694742816189925
1044,1044,22.4,70.01,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:27:58.483,0.026845702901482582,0.023848184585571287,9000.3779296875,0.026967773213982582
1045,1045,22.4,70.1,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:03.523,0.026845702901482582,0.023846866607666016,9000.3779296875,0.026988118266065914
1046,1046,22.4,70.1,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:08.570,0.026845702901482582,0.023844717025756836,9000.3779296875,0.02700846331814925
1047,1047,22.4,70.1,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:13.594,0.026845702901482582,0.023842073440551757,9000.3779296875,0.027028808370232582
1048,1048,22.4,70.15,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:18.610,0.026845702901482582,0.02383882141113281,9000.3779296875,0.027049153422315914
1049,1049,22.4,70.2,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:23.646,0.026845702901482582,0.023835445404052736,9000.3779296875,0.02706949847439925
1050,1050,22.4,70.29,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:28.741,0.026845702901482582,0.02383182716369629,9000.3779296875,0.027089843526482582
1051,1051,22.4,70.3,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:33.785,0.026845702901482582,0.023828189849853517,9000.3779296875,0.027110188578565914
1052,1052,22.4,70.4,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:38.806,0.026845702901482582,0.023804264068603517,9000.3779296875,0.02713053363064925
1053,1053,22.4,70.45,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:43.818,0.026845702901482582,0.023824338912963868,9000.3779296875,0.027150878682732582
1054,1054,22.4,70.49,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:48.849,0.026845702901482582,0.023824195861816406,9000.3779296875,0.027171223734815914
1055,1055,22.4,70.5,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:53.892,0.026845702901482582,0.023824405670166016,9000.3779296875,0.02719156878689925
1056,1056,22.4,70.6,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:28:58.942,0.026845702901482582,0.023824522018432617,9000.3779296875,0.027211913838982582
1057,1057,22.4,70.6,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:03.989,0.026845702901482582,0.02382508659362793,9000.3779296875,0.027232258891065914
1058,1058,22.4,70.68,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:09.014,0.026845702901482582,0.02382547950744629,9000.3779296875,0.02725260394314925
1059,1059,22.4,70.7,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:14.029,0.026845702901482582,0.02382619285583496,9000.3779296875,0.027272948995232582
1060,1060,22.4,69.83,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:19.042,0.026845702901482582,0.023828800201416016,9000.3779296875,0.027293294047315914
1061,1061,22.4,69.9,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:24.056,0.026845702901482582,0.023831512451171873,9000.3779296875,0.02731363909939925
1062,1062,22.4,70.48,26.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:29.064,0.027333984151482582,0.02383356475830078,9000.3779296875,0.027333984151482582
1063,1063,22.4,70.2,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:34.105,0.027333984151482582,0.023812795639038088,3000.011474609375,0.027171874791383742
1064,1064,22.4,69.89,26.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:39.147,0.027333984151482582,0.023792911529541015,3000.011474609375,0.027009765431284905
1065,1065,22.4,69.48,26.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:44.186,0.027333984151482582,0.023750661849975586,3000.011474609375,0.026847656071186065
1066,1066,22.3,68.98,25.9,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:49.192,0.027333984151482582,0.02370499610900879,3000.011474609375,0.026685546711087228
1067,1067,22.4,68.52,25.9,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:54.210,0.027333984151482582,0.023617010116577148,3000.011474609375,0.026523437350988388
1068,1068,22.4,67.98,25.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:29:59.252,0.027333984151482582,0.023531517028808593,3000.011474609375,0.026361327990889548
1069,1069,22.4,67.42,25.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:04.323,0.027333984151482582,0.023466991424560546,3000.011474609375,0.02619921863079071
1070,1070,22.4,67.03,25.7,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:09.378,0.027333984151482582,0.023379499435424805,3000.011474609375,0.02603710927069187
1071,1071,22.4,65.8,25.7,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:14.449,0.027333984151482582,0.02329416275024414,3000.011474609375,0.025874999910593034
1072,1072,22.4,65.78,25.6,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:19.476,0.025712890550494194,0.02318596076965332,3000.011474609375,0.025712890550494194
1073,1073,22.4,65.27,25.5,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:24.482,0.025712890550494194,0.02308974266052246,6000.70947265625,0.025628662047286827
1074,1074,22.4,64.8,25.5,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:29.498,0.025712890550494194,0.023100179672241213,6000.70947265625,0.025544433544079464
1075,1075,22.4,64.45,25.4,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:34.520,0.025712890550494194,0.02320262908935547,6000.70947265625,0.025460205040872097
1076,1076,22.4,64.1,25.4,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:39.581,0.025712890550494194,0.023306596755981446,6000.70947265625,0.02537597653766473
1077,1077,22.4,63.71,25.4,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:44.631,0.025712890550494194,0.023417631149291993,6000.70947265625,0.025291748034457367
1078,1078,22.4,63.5,25.4,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:49.684,0.025712890550494194,0.023539358139038086,6000.70947265625,0.02520751953125
1079,1079,22.4,63.26,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:54.718,0.025712890550494194,0.02368198013305664,6000.70947265625,0.025123291028042633
1080,1080,22.4,63.0,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:30:59.847,0.025712890550494194,0.02377064323425293,6000.70947265625,0.02503906252483527
1081,1081,22.4,62.8,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:04.869,0.025712890550494194,0.023819259643554688,6000.70947265625,0.024954834021627903
1082,1082,22.4,62.6,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:09.887,0.025712890550494194,0.023864599227905275,6000.70947265625,0.024870605518420536
1083,1083,22.3,62.36,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:14.938,0.025712890550494194,0.023902685165405273,6000.70947265625,0.024786377015213173
1084,1084,22.4,62.2,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:19.959,0.025712890550494194,0.023948348999023438,6000.70947265625,0.024702148512005806
1085,1085,22.4,61.97,25.3,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:24.976,0.025712890550494194,0.023876146316528322,6000.70947265625,0.02461792000879844
1086,1086,22.3,61.8,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:30.028,0.025712890550494194,0.02378902816772461,6000.70947265625,0.024533691505591076
1087,1087,22.4,61.69,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:35.036,0.025712890550494194,0.023688087463378905,6000.70947265625,0.02444946300238371
1088,1088,22.4,61.53,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:40.046,0.025712890550494194,0.023584697723388674,6000.70947265625,0.024365234499176342
1089,1089,22.4,61.3,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:45.092,0.025712890550494194,0.02349453353881836,6000.70947265625,0.02428100599596898
1090,1090,22.4,61.14,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:50.129,0.025712890550494194,0.023408496856689453,6000.70947265625,0.024196777492761612
1091,1091,22.4,61.0,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:31:55.163,0.025712890550494194,0.023325088500976563,6000.70947265625,0.024112548989554245
1092,1092,22.4,60.8,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:00.241,0.025712890550494194,0.02326491928100586,6000.70947265625,0.024028320486346882
1093,1093,22.4,60.6,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:05.306,0.025712890550494194,0.023247886657714843,6000.70947265625,0.023944091983139515
1094,1094,22.4,60.08,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:10.343,0.025712890550494194,0.02323141098022461,6000.70947265625,0.023859863479932148
1095,1095,22.4,59.83,25.2,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:15.400,0.025712890550494194,0.02322679328918457,6000.70947265625,0.023775634976724785
1096,1096,22.4,60.1,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:20.429,0.023691406473517418,0.023281030654907227,6000.70947265625,0.023691406473517418
1097,1097,22.4,59.9,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:25.478,0.023691406473517418,0.02334108352661133,6000.3662109375,0.023628336765492957
1098,1098,22.4,59.66,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:30.491,0.023691406473517418,0.023396461486816407,6000.3662109375,0.023565267057468493
1099,1099,22.4,59.4,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:35.525,0.023691406473517418,0.023452497482299803,6000.3662109375,0.02350219734944403
1100,1100,22.3,59.2,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:40.596,0.023691406473517418,0.02348350715637207,6000.3662109375,0.02343912764141957
1101,1101,22.4,59.09,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:45.637,0.023691406473517418,0.023528987884521485,6000.3662109375,0.023376057933395106
1102,1102,22.4,58.83,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:50.676,0.023691406473517418,0.02356813049316406,6000.3662109375,0.023312988225370646
1103,1103,22.4,58.7,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:32:55.871,0.023691406473517418,0.023598573684692384,6000.3662109375,0.023249918517346185
1104,1104,22.4,58.57,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:00.914,0.023691406473517418,0.023630138397216796,6000.3662109375,0.02318684880932172
1105,1105,22.4,58.4,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:05.950,0.023691406473517418,0.023651823043823243,6000.3662109375,0.02312377910129726
1106,1106,22.3,58.3,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:10.997,0.023691406473517418,0.023658531188964844,6000.3662109375,0.0230607093932728
1107,1107,22.4,58.12,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:16.027,0.023691406473517418,0.02368639373779297,6000.3662109375,0.022997639685248334
1108,1108,22.4,58.01,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:21.033,0.023691406473517418,0.02371532440185547,6000.3662109375,0.022934569977223873
1109,1109,22.4,57.95,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:26.036,0.023691406473517418,0.023731117248535157,6000.3662109375,0.022871500269199412
1110,1110,22.4,57.87,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:31.062,0.023691406473517418,0.023747325897216797,6000.3662109375,0.022808430561174948
1111,1111,22.4,57.78,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:36.114,0.023691406473517418,0.023743532180786134,6000.3662109375,0.022745360853150487
1112,1112,22.4,57.62,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:41.145,0.023691406473517418,0.02373771095275879,6000.3662109375,0.022682291145126026
1113,1113,22.4,57.54,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:46.153,0.023691406473517418,0.023726959228515625,6000.3662109375,0.02261922143710156
1114,1114,22.4,57.4,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:51.250,0.023691406473517418,0.023706670761108398,6000.3662109375,0.0225561517290771
1115,1115,22.4,57.3,25.1,0.0,0.0,0.0,0.0,True,2023-02-25 11:33:56.299,0.023691406473517418,0.023687000274658202,6000.3662109375,0.02249308202105264
1116,1116,22.4,57.2,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:01.324,0.023691406473517418,0.02368250274658203,6000.3662109375,0.022430012313028175
1117,1117,22.4,57.11,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:06.327,0.023691406473517418,0.023664634704589845,6000.3662109375,0.022366942605003715
1118,1118,22.4,56.6,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:11.359,0.023691406473517418,0.02364447021484375,6000.3662109375,0.022303872896979254
1119,1119,22.4,56.42,25.0,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:16.378,0.023691406473517418,0.023612323760986327,6000.3662109375,0.02224080318895479
1120,1120,22.4,56.8,24.9,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:21.416,0.02217773348093033,0.02360231018066406,6000.3662109375,0.02217773348093033
1121,1121,22.4,56.6,24.9,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:26.453,0.02217773348093033,0.023591346740722656,6000.3662109375,0.02215169183909893
1122,1122,22.4,56.4,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:31.499,0.02217773348093033,0.02359138870239258,6000.3662109375,0.022125650197267532
1123,1123,22.4,56.24,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:36.537,0.02217773348093033,0.023591135025024416,6000.3662109375,0.022099608555436134
1124,1124,22.4,56.12,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:41.544,0.02217773348093033,0.023594242095947265,6000.3662109375,0.022073566913604736
1125,1125,22.4,56.01,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:46.574,0.02217773348093033,0.023597938537597656,6000.3662109375,0.02204752527177334
1126,1126,22.4,55.9,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:51.598,0.02217773348093033,0.023593366622924803,6000.3662109375,0.02202148362994194
1127,1127,22.4,55.79,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:34:56.618,0.02217773348093033,0.023585590362548828,6000.3662109375,0.021995441988110542
1128,1128,22.4,55.7,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:01.677,0.02217773348093033,0.023580646514892577,6000.3662109375,0.021969400346279144
1129,1129,22.4,55.6,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:06.681,0.02217773348093033,0.023576934814453124,6000.3662109375,0.021943358704447746
1130,1130,22.4,55.5,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:11.712,0.02217773348093033,0.02357874870300293,6000.3662109375,0.02191731706261635
1131,1131,22.4,55.45,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:16.773,0.02217773348093033,0.02357501220703125,6000.3662109375,0.02189127542078495
1132,1132,22.4,55.4,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:21.823,0.02217773348093033,0.023572471618652342,6000.3662109375,0.021865233778953552
1133,1133,22.4,55.38,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:26.866,0.02217773348093033,0.02357007598876953,6000.3662109375,0.021839192137122154
1134,1134,22.4,55.3,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:31.917,0.02217773348093033,0.02356759262084961,6000.3662109375,0.021813150495290756
1135,1135,22.4,55.24,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:36.970,0.02217773348093033,0.023565507888793944,6000.3662109375,0.021787108853459358
1136,1136,22.4,55.2,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:42.004,0.02217773348093033,0.023568340301513672,6000.3662109375,0.02176106721162796
1137,1137,22.4,55.13,24.8,0.0,0.0,0.0,0.0,True,2023-02-25 11:35:47.053,0.02217773348093033,0.02356643867492676,6000.3662109375,0.021735025569796562
